成品电导率,成品PH值,成品浓度,成品浊度,成品温度,成品表面张力,成品COD,柠檬酸,置换量,离子液添加量,原液添加比例,异常类型
10.63,6.02,1.26%,59.6,25.9,28.2,23385.0,柠檬酸0g,5.00%,7.00%,0.91,nan
10.63,6.02,1.26%,59.6,25.9,28.2,23385.0,柠檬酸0g,5.00%,7.00%,0.91,nan
9.1,6.08,1.28%,50.2,25.7,28.1,23850.0,柠檬酸0g,5.00%,7.00%,0.91,nan
10.61,6.06,1.26%,58.3,25.5,28.2,23385.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
nan,nan,nan,nan,nan,nan,23850.0,nan,nan,nan,nan,nan
9.41,6.07,1.30%,38.8,25.6,28.1,24500.0,柠檬酸0g,6.00%,7.00%,0.92,跳线
14.46,5.44,1.28%,57.1,24.8,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
11.03,6.11,1.27%,75.1,25.6,28.0,23385.0,柠檬酸0g,5.00%,7.00%,0.91,提料挂断线
13.7,5.53,1.28%,62.1,25.0,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,断上下线
13.38,5.57,1.28%,72.1,25.5,28.1,23595.0,柠檬酸80g,6.00%,0.00%,0.91,跳线
8.58,6.0,1.30%,61.7,25.1,28.3,24075.0,柠檬酸0g,6.00%,7.00%,0.91,nan
nan,nan,nan,nan,nan,nan,23630.0,nan,nan,nan,nan,nan
13.35,5.52,1.28%,79.0,25.0,27.9,23650.0,柠檬酸80g,6.00%,0.00%,0.91,断上线
9.53,6.14,1.29%,52.1,25.7,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.91,nan
9.66,5.95,1.28%,54.5,24.7,28.1,24130.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
8.94,6.04,1.29%,56.1,24.5,28.1,24075.0,柠檬酸0g,5.00%,7.00%,0.91,断缝
14.65,5.43,1.28%,48.7,23.5,28.0,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
13.94,5.5,1.28%,74.7,25.4,27.9,23700.0,柠檬酸80g,6.00%,0.00%,0.91,nan
9.2,6.15,1.28%,57.4,25.6,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.92,nan
13.94,5.5,1.28%,74.7,25.4,27.9,23837.5,柠檬酸80g,6.00%,0.00%,0.91,断缝
13.11,5.5,1.28%,49.7,25.1,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
9.08,6.1,1.28%,54.6,25.6,27.9,23850.0,柠檬酸0g,5.00%,7.00%,0.92,nan
8.68,5.95,1.29%,51.5,24.8,28.1,24287.5,柠檬酸0g,6.00%,7.00%,0.91,nan
9.07,6.13,1.27%,43.9,25.3,28.1,23850.0,柠檬酸0g,5.00%,7.00%,0.92,nan
14.14,5.46,1.28%,65.0,24.6,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
14.65,5.43,1.28%,48.7,23.5,28.0,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
10.65,6.0,1.26%,57.9,24.2,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.91,nan
9.87,6.09,1.27%,47.5,25.6,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,跳线
10.65,6.13,1.27%,71.0,25.8,28.2,23385.0,柠檬酸0g,5.00%,7.00%,0.92,nan
9.33,6.16,1.28%,48.5,25.1,28.2,23850.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
11.78,5.99,1.23%,58.5,25.7,28.1,23595.0,转换阶段,6.00%,7.00%,0.91,跳线
nan,nan,nan,nan,nan,nan,23595.0,nan,nan,nan,nan,断缝
9.2,6.15,1.28%,57.4,25.6,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.92,设备故障
9.64,6.08,1.28%,53.2,25.5,28.2,23107.5,柠檬酸0g,5.00%,7.00%,0.91,nan
14.73,5.44,1.28%,58.1,25.6,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
9.2,6.15,1.28%,57.4,25.6,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.92,nan
14.77,5.47,1.28%,53.1,24.9,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
13.66,5.51,1.28%,73.7,25.1,28.2,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
13.49,5.49,1.28%,58.1,25.1,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
13.7,5.63,1.28%,85.8,25.5,28.0,23595.0,转换阶段,6.00%,7.00%,0.91,断缝
13.45,5.53,1.27%,82.5,25.9,28.0,23700.0,柠檬酸80g,6.00%,0.00%,0.91,跳线
10.4,5.98,1.27%,49.7,25.4,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.91,nan
13.37,5.6,1.28%,54.5,25.5,28.1,23595.0,柠檬酸80g,6.00%,0.00%,0.91,nan
9.2,6.15,1.28%,57.4,25.6,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.72,6.0,1.28%,32.3,24.9,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
9.12,5.97,1.28%,62.8,25.1,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.92,nan
10.98,6.1,1.27%,84.6,25.1,28.1,23352.5,柠檬酸0g,5.00%,7.00%,0.91,nan
13.9,5.47,1.28%,65.1,25.6,28.0,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
13.38,5.57,1.28%,72.1,25.5,28.1,23595.0,柠檬酸80g,6.00%,0.00%,0.91,断下线
11.84,5.96,1.24%,54.2,25.0,28.1,23687.5,转换阶段,5.00%,7.00%,0.91,nan
12.18,6.0,1.28%,77.6,26.2,28.1,23595.0,转换阶段,6.00%,7.00%,0.91,断缝
8.71,5.92,1.28%,65.1,25.1,28.1,24000.0,柠檬酸0g,5.00%,7.00%,0.91,nan
nan,nan,nan,nan,nan,nan,23700.0,nan,nan,nan,nan,断缝
10.38,6.03,1.28%,45.9,24.9,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.91,nan
10.31,6.02,1.26%,48.5,24.9,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.92,断缝
nan,nan,nan,nan,nan,nan,24075.0,nan,nan,nan,nan,nan
13.7,5.63,1.28%,85.8,25.5,28.0,23595.0,转换阶段,6.00%,7.00%,0.91,nan
9.33,6.16,1.28%,48.5,25.1,28.2,23850.0,柠檬酸0g,5.00%,7.00%,0.91,断下线
nan,nan,nan,nan,nan,nan,23630.0,nan,nan,nan,nan,nan
11.66,5.87,1.23%,60.9,25.9,28.0,23687.5,转换阶段,5.00%,7.00%,0.91,nan
9.07,6.13,1.27%,43.9,25.3,28.1,23850.0,柠檬酸0g,5.00%,7.00%,0.92,nan
14.04,5.52,1.28%,83.3,25.6,28.0,23700.0,柠檬酸80g,6.00%,0.00%,0.91,nan
9.87,6.09,1.27%,47.5,25.6,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,跳线
10.63,6.02,1.26%,59.6,25.9,28.2,23385.0,柠檬酸0g,5.00%,7.00%,0.91,nan
8.94,6.04,1.29%,56.1,24.5,28.1,24130.0,柠檬酸0g,5.00%,7.00%,0.91,nan
14.28,5.48,1.28%,57.6,24.9,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
10.96,6.08,1.26%,59.4,25.8,28.1,23385.0,柠檬酸0g,5.00%,7.00%,0.91,断缝
13.66,5.51,1.28%,73.7,25.1,28.2,23650.0,柠檬酸80g,6.00%,0.00%,0.91,断上线
9.87,6.09,1.27%,47.5,25.6,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,断上线
9.07,5.98,1.29%,55.0,25.6,28.2,23850.0,柠檬酸0g,5.00%,7.00%,0.92,设备故障
nan,nan,nan,nan,nan,nan,23630.0,nan,nan,nan,nan,nan
8.72,6.02,1.30%,81.2,25.5,28.1,24075.0,柠檬酸0g,5.00%,7.00%,0.91,nan
11.28,6.14,1.26%,61.7,25.4,28.0,23687.5,转换阶段,5.00%,7.00%,0.91,nan
11.16,6.11,1.26%,71.1,25.6,28.0,23687.5,柠檬酸0g,5.00%,7.00%,0.92,nan
13.79,5.64,1.28%,82.6,25.5,28.0,23595.0,柠檬酸80g,6.00%,0.00%,0.91,nan
13.9,5.47,1.28%,65.1,25.6,28.0,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
9.66,6.05,1.28%,58.0,24.9,28.0,23107.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.36,6.18,1.28%,55.0,25.5,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.91,nan
9.08,6.1,1.28%,54.6,25.6,27.9,23850.0,柠檬酸0g,5.00%,7.00%,0.92,nan
13.79,5.64,1.28%,82.6,25.5,28.0,23595.0,柠檬酸80g,6.00%,0.00%,0.91,nan
13.49,5.49,1.28%,58.1,25.1,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
10.71,6.14,1.27%,68.2,25.5,28.1,23385.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
9.5,5.99,1.30%,67.6,26.6,28.1,24075.0,转换阶段,6.00%,7.00%,0.92,断上线
9.07,5.98,1.29%,55.0,25.6,28.2,23850.0,柠檬酸0g,5.00%,7.00%,0.92,提料挂断线
14.77,5.47,1.28%,53.1,24.9,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
14.65,5.43,1.28%,48.7,23.5,28.0,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
9.5,5.99,1.30%,67.6,26.6,28.1,24075.0,转换阶段,6.00%,7.00%,0.92,nan
9.05,6.01,1.28%,63.7,25.5,28.1,24000.0,柠檬酸0g,5.00%,7.00%,0.91,nan
8.94,6.04,1.29%,56.1,24.5,28.1,24075.0,柠檬酸0g,5.00%,7.00%,0.91,粘胶面卷线
nan,nan,nan,nan,nan,nan,24000.0,nan,nan,nan,nan,nan
14.76,5.43,1.28%,57.1,25.0,28.1,23880.0,柠檬酸100g,6.00%,0.00%,0.91,nan
13.45,5.53,1.27%,82.5,25.9,28.0,23700.0,柠檬酸80g,6.00%,0.00%,0.91,nan
13.8,5.49,1.28%,59.8,25.5,27.9,23700.0,柠檬酸80g,6.00%,0.00%,0.91,nan
10.63,6.02,1.26%,59.6,25.9,28.2,23385.0,柠檬酸0g,5.00%,7.00%,0.91,nan
10.65,5.97,1.27%,47.7,25.4,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.92,跳线
9.17,5.98,1.28%,59.8,25.3,28.1,24000.0,柠檬酸0g,5.00%,7.00%,0.91,nan
9.66,5.95,1.28%,54.5,24.7,28.1,24130.0,柠檬酸0g,5.00%,7.00%,0.91,nan
14.65,5.43,1.28%,48.7,23.5,28.0,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
14.28,5.48,1.28%,57.6,24.9,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
11.84,5.96,1.24%,54.2,25.0,28.1,23687.5,转换阶段,5.00%,7.00%,0.91,提料挂断线
8.94,6.04,1.29%,56.1,24.5,28.1,24075.0,柠檬酸0g,5.00%,7.00%,0.91,断缝
9.66,6.05,1.28%,58.0,24.9,28.0,23107.5,柠檬酸0g,5.00%,7.00%,0.92,跳线
11.87,5.99,1.22%,47.0,25.1,27.9,23595.0,转换阶段,5.00%,7.00%,0.91,断上下线
14.28,5.48,1.28%,57.6,24.9,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
9.6,6.16,1.28%,61.6,25.7,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.21,6.11,1.28%,41.9,24.9,28.0,23630.0,柠檬酸0g,5.00%,7.00%,0.91,nan
12.37,5.9,1.24%,51.7,25.1,28.1,23687.5,转换阶段,5.00%,7.00%,0.91,nan
9.09,6.19,1.29%,47.6,25.2,28.2,23630.0,柠檬酸0g,5.00%,7.00%,0.91,nan
9.66,5.95,1.28%,54.5,24.7,28.1,24130.0,柠檬酸0g,5.00%,7.00%,0.91,nan
13.87,5.48,1.28%,52.0,24.1,27.9,23700.0,柠檬酸80g,6.00%,0.00%,0.91,nan
10.76,6.13,1.26%,72.0,25.5,28.2,23385.0,柠檬酸0g,5.00%,7.00%,0.91,设备故障
10.4,5.98,1.27%,49.7,25.4,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.91,nan
14.27,5.41,1.28%,51.2,24.8,28.2,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
10.65,5.97,1.27%,47.7,25.4,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.92,nan
8.57,5.96,1.30%,53.7,25.4,27.8,24287.5,柠檬酸0g,6.00%,7.00%,0.91,跳线
11.66,5.87,1.23%,60.9,25.9,28.0,23687.5,转换阶段,5.00%,7.00%,0.91,断缝
9.0,6.02,1.30%,69.2,25.1,28.2,24075.0,柠檬酸0g,5.00%,7.00%,0.92,nan
8.62,5.98,1.30%,60.3,25.1,27.9,24287.5,柠檬酸0g,6.00%,7.00%,0.92,nan
13.68,5.36,1.28%,44.2,24.5,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
12.16,5.92,1.23%,43.4,23.0,28.1,23687.5,转换阶段,5.00%,7.00%,0.91,nan
8.6,6.0,1.30%,66.4,25.1,28.0,24075.0,柠檬酸0g,5.00%,7.00%,0.91,nan
9.21,6.11,1.28%,41.9,24.9,28.0,23630.0,柠檬酸0g,5.00%,7.00%,0.91,nan
13.71,5.4,1.28%,70.2,25.7,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,断缝
10.92,6.04,1.26%,60.7,25.6,28.1,23385.0,柠檬酸0g,5.00%,7.00%,0.92,跳线
9.5,5.99,1.30%,67.6,26.6,28.1,24075.0,转换阶段,6.00%,7.00%,0.92,改工艺
9.21,6.11,1.28%,41.9,24.9,28.0,23630.0,柠檬酸0g,5.00%,7.00%,0.91,断缝
nan,nan,nan,nan,nan,nan,23595.0,nan,nan,nan,nan,断缝
14.27,5.41,1.28%,51.2,24.8,28.2,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
9.07,6.13,1.27%,43.9,25.3,28.1,23850.0,柠檬酸0g,5.00%,7.00%,0.92,跳线
nan,nan,nan,nan,nan,nan,23630.0,nan,nan,nan,nan,断缝
9.36,6.18,1.28%,55.0,25.5,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.91,nan
9.53,6.14,1.29%,52.1,25.7,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.91,跳线
13.19,5.58,1.28%,66.7,25.2,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,提料挂断线
10.35,5.99,1.27%,45.9,25.0,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.91,nan
9.66,6.05,1.28%,58.0,24.9,28.0,23107.5,柠檬酸0g,5.00%,7.00%,0.92,nan
13.7,5.63,1.28%,85.8,25.5,28.0,23595.0,转换阶段,6.00%,7.00%,0.91,断缝
13.7,5.63,1.28%,85.8,25.5,28.0,23595.0,转换阶段,6.00%,7.00%,0.91,nan
12.18,6.0,1.28%,77.6,26.2,28.1,23595.0,转换阶段,6.00%,7.00%,0.91,nan
9.35,6.12,1.28%,52.6,25.5,28.1,23630.0,柠檬酸0g,5.00%,7.00%,0.91,nan
13.11,5.57,1.28%,61.1,25.3,28.0,23595.0,柠檬酸80g,6.00%,0.00%,0.91,提料挂断线
9.2,6.15,1.28%,57.4,25.6,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.92,断缝
9.59,6.17,1.28%,56.4,25.4,28.2,23107.5,柠檬酸0g,5.00%,7.00%,0.91,跳线
13.74,5.45,1.28%,44.7,25.3,27.9,23700.0,柠檬酸80g,6.00%,0.00%,0.91,nan
nan,nan,nan,nan,nan,nan,23700.0,nan,nan,nan,nan,nan
14.52,5.39,1.28%,55.2,25.2,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
8.7,6.0,1.28%,65.6,24.6,28.3,24130.0,柠檬酸0g,5.00%,7.00%,0.92,断缝
9.53,6.14,1.29%,52.1,25.7,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.91,nan
11.16,6.11,1.26%,71.1,25.6,28.0,23687.5,柠檬酸0g,5.00%,7.00%,0.92,断上线
10.92,6.04,1.26%,60.7,25.6,28.1,23385.0,柠檬酸0g,5.00%,7.00%,0.92,nan
nan,nan,nan,nan,nan,nan,23700.0,nan,nan,nan,nan,nan
9.1,6.08,1.28%,50.2,25.7,28.1,23850.0,柠檬酸0g,5.00%,7.00%,0.91,nan
8.99,5.98,1.29%,57.3,24.9,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.91,nan
10.49,6.01,1.26%,51.3,25.1,28.3,23262.5,柠檬酸0g,5.00%,7.00%,0.91,nan
10.31,6.02,1.26%,48.5,24.9,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.92,nan
14.73,5.44,1.28%,58.1,25.6,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
13.68,5.36,1.28%,44.2,24.5,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
10.98,6.05,1.27%,50.0,25.7,28.1,23385.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
10.32,6.01,1.27%,45.6,25.8,28.1,23352.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.16,6.04,1.28%,58.0,25.5,28.1,24000.0,柠檬酸0g,5.00%,7.00%,0.91,nan
9.24,6.11,1.28%,44.8,25.5,28.0,23850.0,柠檬酸0g,5.00%,7.00%,0.91,nan
9.1,6.08,1.28%,50.2,25.7,28.1,23850.0,柠檬酸0g,5.00%,7.00%,0.91,nan
9.16,6.13,1.27%,51.0,25.8,28.0,23850.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
13.28,5.51,1.27%,55.0,25.6,27.9,23700.0,柠檬酸80g,6.00%,0.00%,0.91,nan
11.26,5.92,1.26%,56.0,24.9,28.1,23687.5,转换阶段,5.00%,7.00%,0.92,nan
11.22,6.1,1.26%,62.4,24.5,28.1,23687.5,转换阶段,5.00%,7.00%,0.91,跳线
12.18,6.0,1.28%,77.6,26.2,28.1,23595.0,转换阶段,6.00%,7.00%,0.91,nan
14.46,5.44,1.28%,57.1,24.8,28.1,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
10.32,6.01,1.27%,45.6,25.8,28.1,23352.5,柠檬酸0g,5.00%,7.00%,0.92,nan
10.71,6.14,1.27%,68.2,25.5,28.1,23385.0,柠檬酸0g,5.00%,7.00%,0.91,nan
8.52,6.06,1.29%,49.1,24.1,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.91,nan
10.21,6.05,1.26%,58.2,25.3,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,跳线
10.38,6.03,1.28%,45.9,24.9,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.91,nan
10.21,6.05,1.26%,58.2,25.3,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,nan
13.19,5.58,1.28%,66.7,25.2,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
14.1,5.46,1.27%,73.8,25.5,28.0,23700.0,柠檬酸80g,6.00%,0.00%,0.91,跳线
13.44,5.46,1.28%,71.8,26.1,27.8,23700.0,柠檬酸80g,6.00%,0.00%,0.91,nan
8.59,6.05,1.29%,48.5,24.3,28.2,24607.5,柠檬酸0g,6.00%,7.00%,0.85,跳线
13.37,5.6,1.28%,54.5,25.5,28.1,23595.0,柠檬酸80g,6.00%,0.00%,0.91,nan
12.89,5.6,1.28%,42.7,25.8,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
11.84,5.96,1.24%,54.2,25.0,28.1,23687.5,转换阶段,5.00%,7.00%,0.91,断下线
9.16,6.0,1.28%,61.5,25.7,28.1,24000.0,柠檬酸0g,5.00%,7.00%,0.91,nan
10.31,6.02,1.26%,48.5,24.9,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.1,5.99,1.28%,64.3,26.1,28.1,24000.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
9.16,6.13,1.27%,51.0,25.8,28.0,23850.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
9.64,6.08,1.28%,53.2,25.5,28.2,23107.5,柠檬酸0g,5.00%,7.00%,0.91,跳线
9.24,6.11,1.28%,44.8,25.5,28.0,23850.0,柠檬酸0g,5.00%,7.00%,0.91,nan
13.79,5.64,1.28%,82.6,25.5,28.0,23595.0,柠檬酸80g,6.00%,0.00%,0.91,跳线
12.14,5.99,1.28%,89.4,25.9,28.0,23595.0,转换阶段,6.00%,7.00%,0.91,断缝
13.7,5.53,1.28%,62.1,25.0,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
9.87,6.09,1.27%,47.5,25.6,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.87,6.09,1.27%,47.5,25.6,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.07,5.98,1.29%,55.0,25.6,28.2,24000.0,柠檬酸0g,5.00%,7.00%,0.92,nan
9.2,6.15,1.28%,57.4,25.6,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.0,6.02,1.30%,69.2,25.1,28.2,24075.0,柠檬酸0g,5.00%,7.00%,0.92,nan
8.58,6.0,1.30%,61.7,25.1,28.3,24075.0,柠檬酸0g,6.00%,7.00%,0.91,nan
9.16,6.0,1.28%,61.5,25.7,28.1,24000.0,柠檬酸0g,5.00%,7.00%,0.91,断下线
9.07,5.98,1.29%,55.0,25.6,28.2,24000.0,柠檬酸0g,5.00%,7.00%,0.92,nan
9.07,5.98,1.29%,55.0,25.6,28.2,24000.0,柠檬酸0g,5.00%,7.00%,0.92,nan
13.19,5.58,1.28%,66.7,25.2,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
12.34,5.94,1.23%,55.3,25.2,28.1,23687.5,转换阶段,5.00%,7.00%,0.91,nan
11.82,5.96,1.27%,53.2,25.2,28.1,23595.0,转换阶段,6.00%,7.00%,0.91,断下线
14.76,5.43,1.28%,57.1,25.0,28.1,23880.0,柠檬酸100g,6.00%,0.00%,0.91,nan
13.11,5.57,1.28%,61.1,25.3,28.0,23595.0,柠檬酸80g,6.00%,0.00%,0.91,nan
nan,nan,nan,nan,nan,nan,24000.0,nan,nan,nan,nan,nan
9.12,5.97,1.28%,62.8,25.1,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.92,断上线
9.08,6.1,1.28%,54.6,25.6,27.9,23850.0,柠檬酸0g,5.00%,7.00%,0.92,nan
13.67,5.51,1.28%,61.2,25.3,28.0,23650.0,柠檬酸80g,6.00%,0.00%,0.91,跳线
13.94,5.49,1.29%,67.0,24.9,28.0,23650.0,柠檬酸80g,6.00%,0.00%,0.91,提料挂断线
nan,nan,nan,nan,nan,nan,23352.5,nan,nan,nan,nan,跳线
9.49,6.07,1.27%,51.0,25.9,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.92,跳线
13.49,5.49,1.28%,58.1,25.1,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
10.21,6.05,1.26%,58.2,25.3,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,跳线
nan,nan,nan,nan,nan,nan,24075.0,nan,nan,nan,nan,nan
9.39,6.0,1.29%,49.2,25.0,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.92,跳线
10.28,5.98,1.27%,35.1,24.5,28.0,23262.5,柠檬酸0g,5.00%,7.00%,0.92,nan
10.31,6.02,1.26%,48.5,24.9,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.92,nan
nan,nan,nan,nan,nan,nan,23352.5,nan,nan,nan,nan,断缝
9.68,6.14,1.28%,56.2,25.8,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.91,nan
9.39,6.0,1.29%,49.2,25.0,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.92,nan
13.74,5.46,1.27%,75.5,24.8,28.0,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
10.21,6.05,1.26%,58.2,25.3,28.2,23352.5,柠檬酸0g,5.00%,7.00%,0.92,nan
9.49,6.07,1.27%,51.0,25.9,28.1,23352.5,柠檬酸0g,5.00%,7.00%,0.92,断缝
11.26,5.92,1.26%,56.0,24.9,28.1,23687.5,转换阶段,5.00%,7.00%,0.92,跳线
10.92,6.04,1.26%,60.7,25.6,28.1,23385.0,柠檬酸0g,5.00%,7.00%,0.92,nan
14.73,5.44,1.28%,58.1,25.6,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
14.73,5.44,1.28%,58.1,25.6,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
14.27,5.41,1.28%,51.2,24.8,28.2,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
9.21,6.06,1.28%,51.1,25.4,28.1,23630.0,柠檬酸0g,5.00%,7.00%,0.92,断缝
8.52,6.06,1.29%,49.1,24.1,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.91,nan
13.19,5.58,1.28%,66.7,25.2,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
9.0,6.02,1.30%,69.2,25.1,28.2,24075.0,柠檬酸0g,5.00%,7.00%,0.92,nan
9.14,6.12,1.29%,50.0,25.6,28.2,23630.0,柠檬酸0g,5.00%,7.00%,0.92,加切
9.53,6.14,1.29%,52.1,25.7,28.1,23107.5,柠檬酸0g,5.00%,7.00%,0.91,nan
10.31,6.02,1.26%,48.5,24.9,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.92,nan
8.52,6.06,1.29%,49.1,24.1,28.0,24130.0,柠檬酸0g,5.00%,7.00%,0.91,nan
13.87,5.48,1.28%,52.0,24.1,27.9,23700.0,柠檬酸80g,6.00%,0.00%,0.91,跳线
10.65,6.0,1.26%,57.9,24.2,28.2,23385.0,柠檬酸0g,5.00%,7.00%,0.91,跳线
10.65,5.97,1.27%,47.7,25.4,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.92,跳线
nan,nan,nan,nan,nan,nan,24510.0,nan,nan,nan,nan,nan
9.08,6.1,1.28%,54.6,25.6,27.9,23850.0,柠檬酸0g,5.00%,7.00%,0.92,nan
13.94,5.49,1.29%,67.0,24.9,28.0,23650.0,柠檬酸80g,6.00%,0.00%,0.91,nan
14.52,5.39,1.28%,55.2,25.2,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
9.19,6.1,1.27%,55.5,25.2,28.2,23630.0,柠檬酸0g,5.00%,7.00%,0.91,提料挂断线
9.07,6.13,1.27%,43.9,25.3,28.1,23850.0,柠檬酸0g,5.00%,7.00%,0.92,nan
9.14,6.12,1.29%,50.0,25.6,28.2,23630.0,柠檬酸0g,5.00%,7.00%,0.92,nan
13.49,5.49,1.28%,58.1,25.1,28.1,23650.0,柠檬酸80g,6.00%,0.00%,0.91,跳线
10.89,6.04,1.26%,54.7,25.3,28.2,23262.5,柠檬酸0g,5.00%,7.00%,0.91,nan
13.84,5.61,1.28%,97.9,24.2,28.1,23595.0,柠檬酸80g,6.00%,0.00%,0.91,nan
14.73,5.44,1.28%,58.1,25.6,28.1,23837.5,柠檬酸100g,6.00%,0.00%,0.91,nan
11.87,5.99,1.22%,47.0,25.1,27.9,23595.0,转换阶段,5.00%,7.00%,0.91,nan
10.92,6.04,1.26%,60.7,25.6,28.1,23385.0,柠檬酸0g,5.00%,7.00%,0.92,nan
14.27,5.41,1.28%,51.2,24.8,28.2,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
14.27,5.41,1.28%,51.2,24.8,28.2,23837.5,柠檬酸80g,6.00%,0.00%,0.91,nan
